Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-13,ORD-1272,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,2,24.99,49.98,0.0,0,49.98,4.12
2026-07-13,ORD-1273,Main Dining Room,Dine In,Lemonade,Produce,2,4.5,9.0,0.0,0,9.0,0.74
2026-07-13,ORD-1274,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,2,15.99,31.98,0.0,0,31.98,2.64
2026-07-13,ORD-1275,Main Dining Room,Dine In,Bottled Water,Beverage,1,2.5,2.5,0.0,0,2.5,0.21
2026-07-13,ORD-1276,Main Dining Room,Dine In,Flame Burger,Dry Goods,1,14.99,14.99,0.0,0,14.99,1.24
2026-07-13,ORD-1277,Main Dining Room,Dine In,Lemonade,Produce,3,4.5,13.5,0.68,0,12.82,1.06
2026-07-13,ORD-1278,Main Dining Room,Dine In,Steak Sandwich,Dry Goods,4,17.99,71.96,3.6,0,68.36,5.64
2026-07-13,ORD-1279,Main Dining Room,Dine In,Chips and Queso,Misc,2,9.99,19.98,0.0,0,19.98,1.65
2026-07-13,ORD-1280,Main Dining Room,Dine In,Vodka Lime,Liquor,2,10.99,21.98,0.0,0,21.98,1.81
2026-07-13,ORD-1281,Main Dining Room,Dine In,Bourbon Smash,Liquor,3,12.99,38.97,1.95,0,37.02,3.05
2026-07-13,ORD-1282,Main Dining Room,Dine In,Flame Burger,Dry Goods,3,14.99,44.97,0.0,0,44.97,3.71
2026-07-13,ORD-1283,Main Dining Room,Dine In,House Rum Punch,Liquor,2,11.99,23.98,1.2,0,22.78,1.88
2026-07-13,ORD-1284,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,2,15.99,31.98,0.0,0,31.98,2.64
2026-07-13,ORD-1285,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,3,15.99,47.97,2.4,0,45.57,3.76
2026-07-13,ORD-1286,Main Dining Room,Dine In,Burger Combo,Dry Goods,3,18.99,56.97,0.0,0,56.97,4.7
2026-07-13,ORD-1287,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-13,ORD-1288,Main Dining Room,Dine In,Nacho Platter,Misc,4,13.99,55.96,2.8,0,53.16,4.39
2026-07-13,ORD-1289,Main Dining Room,Dine In,Lemonade,Produce,2,4.5,9.0,0.0,0,9.0,0.74
