Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-04,ORD-1068,Main Dining Room,Dine In,House Rum Punch,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-04,ORD-1069,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.0,0,11.99,0.99
2026-07-04,ORD-1070,Main Dining Room,Dine In,Loaded Fries,Dairy,2,10.99,21.98,0.0,0,21.98,1.81
2026-07-04,ORD-1071,Main Dining Room,Dine In,Garden Salad,Produce,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-04,ORD-1072,Main Dining Room,Dine In,Draft Beer,Beverage,3,6.5,19.5,0.0,0,19.5,1.61
2026-07-04,ORD-1073,Main Dining Room,Dine In,Burger Combo,Dry Goods,2,18.99,37.98,0.0,0,37.98,3.13
2026-07-04,ORD-1074,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,2,18.99,37.98,1.9,0,36.08,2.98
2026-07-04,ORD-1075,Main Dining Room,Dine In,Side Salad,Produce,3,8.99,26.97,0.0,0,26.97,2.23
2026-07-04,ORD-1076,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,1,16.99,16.99,0.0,0,16.99,1.4
2026-07-04,ORD-1077,Main Dining Room,Dine In,Garden Salad,Produce,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-04,ORD-1078,Main Dining Room,Dine In,Flame Burger,Dry Goods,1,14.99,14.99,0.0,0,14.99,1.24
2026-07-04,ORD-1079,Main Dining Room,Dine In,Nacho Platter,Misc,3,13.99,41.97,0.0,0,41.97,3.46
2026-07-04,ORD-1080,Main Dining Room,Dine In,Loaded Nachos,Misc,1,14.99,14.99,0.0,0,14.99,1.24
2026-07-04,ORD-1081,Main Dining Room,Dine In,House Margarita,Liquor,1,11.99,11.99,0.6,0,11.39,0.94
2026-07-04,ORD-1082,Main Dining Room,Dine In,Vodka Lime,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-04,ORD-1083,Main Dining Room,Dine In,House Margarita,Liquor,1,11.99,11.99,0.6,0,11.39,0.94
2026-07-04,ORD-1084,Main Dining Room,Dine In,Flame Burger,Dry Goods,4,14.99,59.96,3.0,0,56.96,4.7
2026-07-04,ORD-1085,Main Dining Room,Dine In,Loaded Fries,Dairy,4,10.99,43.96,0.0,0,43.96,3.63
2026-07-04,ORD-1086,Main Dining Room,Dine In,Garden Salad,Produce,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-04,ORD-1087,Main Dining Room,Dine In,Lemonade,Produce,3,4.5,13.5,0.0,0,13.5,1.11
2026-07-04,ORD-1088,Main Dining Room,Dine In,Draft Beer,Beverage,2,6.5,13.0,0.0,0,13.0,1.07
2026-07-04,ORD-1089,Main Dining Room,Dine In,Garden Salad,Produce,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-04,ORD-1090,Main Dining Room,Dine In,Chips and Queso,Misc,3,9.99,29.97,0.0,0,29.97,2.47
2026-07-04,ORD-1091,Main Dining Room,Dine In,Nacho Platter,Misc,4,13.99,55.96,0.0,0,55.96,4.62
2026-07-04,ORD-1092,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,3,15.99,47.97,0.0,0,47.97,3.96
2026-07-04,ORD-1093,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,1,16.99,16.99,0.85,0,16.14,1.33
2026-07-04,ORD-1094,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,4,18.99,75.96,0.0,0,75.96,6.27
2026-07-04,ORD-1095,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,2,16.99,33.98,0.0,0,33.98,2.8
2026-07-04,ORD-1096,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-04,ORD-1097,Main Dining Room,Dine In,Fried Mozzarella,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-04,ORD-1098,Main Dining Room,Dine In,Tequila Sunrise,Liquor,2,10.99,21.98,0.0,0,21.98,1.81
2026-07-04,ORD-1099,Main Dining Room,Dine In,Vodka Lime,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
