Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-24,ORD-1498,Main Dining Room,Dine In,Bottled Water,Beverage,3,2.5,7.5,0.38,0,7.12,0.59
2026-07-24,ORD-1499,Main Dining Room,Dine In,Steak Sandwich,Dry Goods,2,17.99,35.98,1.8,0,34.18,2.82
2026-07-24,ORD-1500,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-24,ORD-1501,Main Dining Room,Dine In,Burger Combo,Dry Goods,1,18.99,18.99,0.0,0,18.99,1.57
2026-07-24,ORD-1502,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,2,18.99,37.98,0.0,0,37.98,3.13
2026-07-24,ORD-1503,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,1,15.99,15.99,0.8,0,15.19,1.25
2026-07-24,ORD-1504,Main Dining Room,Dine In,Loaded Nachos,Misc,3,14.99,44.97,0.0,0,44.97,3.71
2026-07-24,ORD-1505,Main Dining Room,Dine In,Bottled Water,Beverage,4,2.5,10.0,0.5,0,9.5,0.78
2026-07-24,ORD-1506,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,2,15.99,31.98,0.0,0,31.98,2.64
2026-07-24,ORD-1507,Main Dining Room,Dine In,Nacho Platter,Misc,4,13.99,55.96,0.0,0,55.96,4.62
2026-07-24,ORD-1508,Main Dining Room,Dine In,Loaded Fries,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-24,ORD-1509,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,1,15.99,15.99,0.8,0,15.19,1.25
2026-07-24,ORD-1510,Main Dining Room,Dine In,Side Salad,Produce,2,8.99,17.98,0.9,0,17.08,1.41
2026-07-24,ORD-1511,Main Dining Room,Dine In,Vodka Lime,Liquor,2,10.99,21.98,1.1,0,20.88,1.72
2026-07-24,ORD-1512,Main Dining Room,Dine In,Chips and Queso,Misc,1,9.99,9.99,0.0,0,9.99,0.82
2026-07-24,ORD-1513,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.0,0,11.99,0.99
2026-07-24,ORD-1514,Main Dining Room,Dine In,Bottled Water,Beverage,2,2.5,5.0,0.0,0,5.0,0.41
2026-07-24,ORD-1515,Main Dining Room,Dine In,Lemonade,Produce,3,4.5,13.5,0.0,0,13.5,1.11
2026-07-24,ORD-1516,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-24,ORD-1517,Main Dining Room,Dine In,Lemonade,Produce,4,4.5,18.0,0.0,0,18.0,1.49
2026-07-24,ORD-1518,Main Dining Room,Dine In,Bottled Water,Beverage,2,2.5,5.0,0.25,0,4.75,0.39
2026-07-24,ORD-1519,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-24,ORD-1520,Main Dining Room,Dine In,Flame Burger,Dry Goods,1,14.99,14.99,0.0,0,14.99,1.24
2026-07-24,ORD-1521,Main Dining Room,Dine In,Draft Beer,Beverage,3,6.5,19.5,0.98,0,18.52,1.53
2026-07-24,ORD-1522,Main Dining Room,Dine In,House Margarita,Liquor,4,11.99,47.96,0.0,0,47.96,3.96
2026-07-24,ORD-1523,Main Dining Room,Dine In,Loaded Fries,Dairy,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-24,ORD-1524,Main Dining Room,Dine In,Burger Combo,Dry Goods,3,18.99,56.97,0.0,0,56.97,4.7
2026-07-24,ORD-1525,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,4,15.99,63.96,3.2,0,60.76,5.01
2026-07-24,ORD-1526,Main Dining Room,Dine In,Bourbon Smash,Liquor,3,12.99,38.97,1.95,0,37.02,3.05
2026-07-24,ORD-1527,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,2,18.99,37.98,0.0,0,37.98,3.13
2026-07-24,ORD-1528,Main Dining Room,Dine In,Chips and Queso,Misc,2,9.99,19.98,1.0,0,18.98,1.57
2026-07-24,ORD-1529,Main Dining Room,Dine In,Garden Salad,Produce,1,10.99,10.99,0.55,0,10.44,0.86
