Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-14,ORD-1290,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.6,0,11.39,0.94
2026-07-14,ORD-1291,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,1,18.99,18.99,0.0,0,18.99,1.57
2026-07-14,ORD-1292,Main Dining Room,Dine In,Garden Salad,Produce,4,10.99,43.96,0.0,0,43.96,3.63
2026-07-14,ORD-1293,Main Dining Room,Dine In,House Margarita,Liquor,2,11.99,23.98,0.0,0,23.98,1.98
2026-07-14,ORD-1294,Main Dining Room,Dine In,House Margarita,Liquor,4,11.99,47.96,0.0,0,47.96,3.96
2026-07-14,ORD-1295,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-14,ORD-1296,Main Dining Room,Dine In,Flame Burger,Dry Goods,4,14.99,59.96,3.0,0,56.96,4.7
2026-07-14,ORD-1297,Main Dining Room,Dine In,Bourbon Smash,Liquor,2,12.99,25.98,1.3,0,24.68,2.04
2026-07-14,ORD-1298,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,3,15.99,47.97,0.0,0,47.97,3.96
2026-07-14,ORD-1299,Main Dining Room,Dine In,Garden Salad,Produce,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-14,ORD-1300,Main Dining Room,Dine In,Bottled Water,Beverage,1,2.5,2.5,0.0,0,2.5,0.21
2026-07-14,ORD-1301,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,3,18.99,56.97,2.85,0,54.12,4.46
2026-07-14,ORD-1302,Main Dining Room,Dine In,Garden Salad,Produce,1,10.99,10.99,0.55,0,10.44,0.86
2026-07-14,ORD-1303,Main Dining Room,Dine In,Bottled Water,Beverage,4,2.5,10.0,0.0,0,10.0,0.83
2026-07-14,ORD-1304,Main Dining Room,Dine In,Loaded Nachos,Misc,3,14.99,44.97,2.25,0,42.72,3.52
2026-07-14,ORD-1305,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,4,24.99,99.96,5.0,0,94.96,7.83
2026-07-14,ORD-1306,Main Dining Room,Dine In,Loaded Fries,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-14,ORD-1307,Main Dining Room,Dine In,Loaded Fries,Dairy,1,10.99,10.99,0.0,0,10.99,0.91
