Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-06,ORD-1118,Main Dining Room,Dine In,Loaded Nachos,Misc,1,14.99,14.99,0.0,0,14.99,1.24
2026-07-06,ORD-1119,Main Dining Room,Dine In,Loaded Fries,Dairy,2,10.99,21.98,1.1,0,20.88,1.72
2026-07-06,ORD-1120,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-06,ORD-1121,Main Dining Room,Dine In,Loaded Nachos,Misc,4,14.99,59.96,0.0,0,59.96,4.95
2026-07-06,ORD-1122,Main Dining Room,Dine In,Draft Beer,Beverage,4,6.5,26.0,0.0,0,26.0,2.15
2026-07-06,ORD-1123,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,4,15.99,63.96,0.0,0,63.96,5.28
2026-07-06,ORD-1124,Main Dining Room,Dine In,Chips and Queso,Misc,2,9.99,19.98,0.0,0,19.98,1.65
2026-07-06,ORD-1125,Main Dining Room,Dine In,Loaded Nachos,Misc,3,14.99,44.97,2.25,0,42.72,3.52
2026-07-06,ORD-1126,Main Dining Room,Dine In,Garden Salad,Produce,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-06,ORD-1127,Main Dining Room,Dine In,Fried Mozzarella,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-06,ORD-1128,Main Dining Room,Dine In,Flame Burger,Dry Goods,2,14.99,29.98,1.5,0,28.48,2.35
2026-07-06,ORD-1129,Main Dining Room,Dine In,Steak Sandwich,Dry Goods,1,17.99,17.99,0.0,0,17.99,1.48
2026-07-06,ORD-1130,Main Dining Room,Dine In,Loaded Fries,Dairy,1,10.99,10.99,0.55,0,10.44,0.86
2026-07-06,ORD-1131,Main Dining Room,Dine In,Burger Combo,Dry Goods,4,18.99,75.96,0.0,0,75.96,6.27
2026-07-06,ORD-1132,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.0,0,11.99,0.99
2026-07-06,ORD-1133,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,3,18.99,56.97,0.0,0,56.97,4.7
2026-07-06,ORD-1134,Main Dining Room,Dine In,Bottled Water,Beverage,2,2.5,5.0,0.25,0,4.75,0.39
2026-07-06,ORD-1135,Main Dining Room,Dine In,House Rum Punch,Liquor,3,11.99,35.97,1.8,0,34.17,2.82
