Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-18,ORD-1376,Main Dining Room,Dine In,Draft Beer,Beverage,2,6.5,13.0,0.0,0,13.0,1.07
2026-07-18,ORD-1377,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,3,15.99,47.97,2.4,0,45.57,3.76
2026-07-18,ORD-1378,Main Dining Room,Dine In,Draft Beer,Beverage,4,6.5,26.0,1.3,0,24.7,2.04
2026-07-18,ORD-1379,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-18,ORD-1380,Main Dining Room,Dine In,Loaded Nachos,Misc,2,14.99,29.98,0.0,0,29.98,2.47
2026-07-18,ORD-1381,Main Dining Room,Dine In,Vodka Lime,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-18,ORD-1382,Main Dining Room,Dine In,Vodka Lime,Liquor,1,10.99,10.99,0.55,0,10.44,0.86
2026-07-18,ORD-1383,Main Dining Room,Dine In,Bottled Water,Beverage,1,2.5,2.5,0.0,0,2.5,0.21
2026-07-18,ORD-1384,Main Dining Room,Dine In,Flame Burger,Dry Goods,3,14.99,44.97,0.0,0,44.97,3.71
2026-07-18,ORD-1385,Main Dining Room,Dine In,House Rum Punch,Liquor,3,11.99,35.97,1.8,0,34.17,2.82
2026-07-18,ORD-1386,Main Dining Room,Dine In,House Rum Punch,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-18,ORD-1387,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-18,ORD-1388,Main Dining Room,Dine In,Tequila Sunrise,Liquor,4,10.99,43.96,2.2,0,41.76,3.45
2026-07-18,ORD-1389,Main Dining Room,Dine In,Draft Beer,Beverage,1,6.5,6.5,0.0,0,6.5,0.54
2026-07-18,ORD-1390,Main Dining Room,Dine In,Bourbon Smash,Liquor,4,12.99,51.96,0.0,0,51.96,4.29
2026-07-18,ORD-1391,Main Dining Room,Dine In,Tequila Sunrise,Liquor,4,10.99,43.96,2.2,0,41.76,3.45
2026-07-18,ORD-1392,Main Dining Room,Dine In,Vodka Lime,Liquor,2,10.99,21.98,1.1,0,20.88,1.72
2026-07-18,ORD-1393,Main Dining Room,Dine In,Chips and Queso,Misc,1,9.99,9.99,0.5,0,9.49,0.78
2026-07-18,ORD-1394,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,4,24.99,99.96,5.0,0,94.96,7.83
2026-07-18,ORD-1395,Main Dining Room,Dine In,Chips and Queso,Misc,3,9.99,29.97,1.5,0,28.47,2.35
2026-07-18,ORD-1396,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,2,18.99,37.98,0.0,0,37.98,3.13
2026-07-18,ORD-1397,Main Dining Room,Dine In,Side Salad,Produce,2,8.99,17.98,0.0,0,17.98,1.48
2026-07-18,ORD-1398,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,4,24.99,99.96,0.0,0,99.96,8.25
2026-07-18,ORD-1399,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,1,24.99,24.99,1.25,0,23.74,1.96
2026-07-18,ORD-1400,Main Dining Room,Dine In,Fried Mozzarella,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-18,ORD-1401,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,2,18.99,37.98,0.0,0,37.98,3.13
2026-07-18,ORD-1402,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-18,ORD-1403,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.0,0,11.99,0.99
2026-07-18,ORD-1404,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,1,24.99,24.99,0.0,0,24.99,2.06
2026-07-18,ORD-1405,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.8,0,15.19,1.25
2026-07-18,ORD-1406,Main Dining Room,Dine In,Loaded Nachos,Misc,3,14.99,44.97,2.25,0,42.72,3.52
2026-07-18,ORD-1407,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,2,16.99,33.98,0.0,0,33.98,2.8
