Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-25,ORD-1530,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,4,18.99,75.96,0.0,0,75.96,6.27
2026-07-25,ORD-1531,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.6,0,11.39,0.94
2026-07-25,ORD-1532,Main Dining Room,Dine In,Loaded Fries,Dairy,4,10.99,43.96,2.2,0,41.76,3.45
2026-07-25,ORD-1533,Main Dining Room,Dine In,Flame Burger,Dry Goods,1,14.99,14.99,0.75,0,14.24,1.17
2026-07-25,ORD-1534,Main Dining Room,Dine In,Loaded Fries,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-25,ORD-1535,Main Dining Room,Dine In,House Rum Punch,Liquor,4,11.99,47.96,0.0,0,47.96,3.96
2026-07-25,ORD-1536,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-25,ORD-1537,Main Dining Room,Dine In,Burger Combo,Dry Goods,4,18.99,75.96,0.0,0,75.96,6.27
2026-07-25,ORD-1538,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-25,ORD-1539,Main Dining Room,Dine In,Vodka Lime,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-25,ORD-1540,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,2,15.99,31.98,0.0,0,31.98,2.64
2026-07-25,ORD-1541,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,2,15.99,31.98,0.0,0,31.98,2.64
2026-07-25,ORD-1542,Main Dining Room,Dine In,Loaded Fries,Dairy,2,10.99,21.98,0.0,0,21.98,1.81
2026-07-25,ORD-1543,Main Dining Room,Dine In,Loaded Nachos,Misc,2,14.99,29.98,0.0,0,29.98,2.47
2026-07-25,ORD-1544,Main Dining Room,Dine In,Chips and Queso,Misc,3,9.99,29.97,1.5,0,28.47,2.35
2026-07-25,ORD-1545,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-25,ORD-1546,Main Dining Room,Dine In,Side Salad,Produce,2,8.99,17.98,0.0,0,17.98,1.48
2026-07-25,ORD-1547,Main Dining Room,Dine In,Side Salad,Produce,1,8.99,8.99,0.0,0,8.99,0.74
2026-07-25,ORD-1548,Main Dining Room,Dine In,Bottled Water,Beverage,4,2.5,10.0,0.0,0,10.0,0.83
2026-07-25,ORD-1549,Main Dining Room,Dine In,Burger Combo,Dry Goods,2,18.99,37.98,1.9,0,36.08,2.98
2026-07-25,ORD-1550,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,2,16.99,33.98,0.0,0,33.98,2.8
2026-07-25,ORD-1551,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,2,15.99,31.98,0.0,0,31.98,2.64
2026-07-25,ORD-1552,Main Dining Room,Dine In,Nacho Platter,Misc,1,13.99,13.99,0.7,0,13.29,1.1
2026-07-25,ORD-1553,Main Dining Room,Dine In,Bottled Water,Beverage,1,2.5,2.5,0.0,0,2.5,0.21
2026-07-25,ORD-1554,Main Dining Room,Dine In,Tequila Sunrise,Liquor,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-25,ORD-1555,Main Dining Room,Dine In,Chips and Queso,Misc,1,9.99,9.99,0.5,0,9.49,0.78
2026-07-25,ORD-1556,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.0,0,15.99,1.32
2026-07-25,ORD-1557,Main Dining Room,Dine In,Vodka Lime,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-25,ORD-1558,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,1,18.99,18.99,0.0,0,18.99,1.57
2026-07-25,ORD-1559,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,4,15.99,63.96,0.0,0,63.96,5.28
2026-07-25,ORD-1560,Main Dining Room,Dine In,Loaded Fries,Dairy,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-25,ORD-1561,Main Dining Room,Dine In,Fish and Chips,Frozen Goods,4,18.99,75.96,0.0,0,75.96,6.27
