Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-03,ORD-1036,Main Dining Room,Dine In,Garden Salad,Produce,4,10.99,43.96,0.0,0,43.96,3.63
2026-07-03,ORD-1037,Main Dining Room,Dine In,Shrimp Basket,Frozen Goods,4,17.99,71.96,0.0,0,71.96,5.94
2026-07-03,ORD-1038,Main Dining Room,Dine In,Chips and Queso,Misc,3,9.99,29.97,1.5,0,28.47,2.35
2026-07-03,ORD-1039,Main Dining Room,Dine In,Burger Combo,Dry Goods,1,18.99,18.99,0.0,0,18.99,1.57
2026-07-03,ORD-1040,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,1,24.99,24.99,0.0,0,24.99,2.06
2026-07-03,ORD-1041,Main Dining Room,Dine In,Tequila Sunrise,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-03,ORD-1042,Main Dining Room,Dine In,Loaded Fries,Dairy,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-03,ORD-1043,Main Dining Room,Dine In,Tequila Sunrise,Liquor,2,10.99,21.98,0.0,0,21.98,1.81
2026-07-03,ORD-1044,Main Dining Room,Dine In,Lemonade,Produce,4,4.5,18.0,0.9,0,17.1,1.41
2026-07-03,ORD-1045,Main Dining Room,Dine In,House Margarita,Liquor,2,11.99,23.98,1.2,0,22.78,1.88
2026-07-03,ORD-1046,Main Dining Room,Dine In,Loaded Nachos,Misc,3,14.99,44.97,2.25,0,42.72,3.52
2026-07-03,ORD-1047,Main Dining Room,Dine In,Flame Burger,Dry Goods,1,14.99,14.99,0.0,0,14.99,1.24
2026-07-03,ORD-1048,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,4,24.99,99.96,5.0,0,94.96,7.83
2026-07-03,ORD-1049,Main Dining Room,Dine In,Fried Mozzarella,Dairy,1,10.99,10.99,0.55,0,10.44,0.86
2026-07-03,ORD-1050,Main Dining Room,Dine In,Burger Combo,Dry Goods,4,18.99,75.96,0.0,0,75.96,6.27
2026-07-03,ORD-1051,Main Dining Room,Dine In,Bourbon Smash,Liquor,2,12.99,25.98,0.0,0,25.98,2.14
2026-07-03,ORD-1052,Main Dining Room,Dine In,Burger Combo,Dry Goods,2,18.99,37.98,0.0,0,37.98,3.13
2026-07-03,ORD-1053,Main Dining Room,Dine In,Loaded Nachos,Misc,2,14.99,29.98,1.5,0,28.48,2.35
2026-07-03,ORD-1054,Main Dining Room,Dine In,Bottled Water,Beverage,1,2.5,2.5,0.0,0,2.5,0.21
2026-07-03,ORD-1055,Main Dining Room,Dine In,Side Salad,Produce,3,8.99,26.97,0.0,0,26.97,2.23
2026-07-03,ORD-1056,Main Dining Room,Dine In,Tequila Sunrise,Liquor,1,10.99,10.99,0.0,0,10.99,0.91
2026-07-03,ORD-1057,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,3,16.99,50.97,2.55,0,48.42,3.99
2026-07-03,ORD-1058,Main Dining Room,Dine In,Bourbon Smash,Liquor,4,12.99,51.96,2.6,0,49.36,4.07
2026-07-03,ORD-1059,Main Dining Room,Dine In,Vodka Lime,Liquor,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-03,ORD-1060,Main Dining Room,Dine In,Side Salad,Produce,2,8.99,17.98,0.9,0,17.08,1.41
2026-07-03,ORD-1061,Main Dining Room,Dine In,Shrimp Basket,Frozen Goods,4,17.99,71.96,0.0,0,71.96,5.94
2026-07-03,ORD-1062,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,1,24.99,24.99,0.0,0,24.99,2.06
2026-07-03,ORD-1063,Main Dining Room,Dine In,Fish Tacos,Frozen Goods,3,15.99,47.97,0.0,0,47.97,3.96
2026-07-03,ORD-1064,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,3,24.99,74.97,0.0,0,74.97,6.19
2026-07-03,ORD-1065,Main Dining Room,Dine In,Bourbon Smash,Liquor,2,12.99,25.98,1.3,0,24.68,2.04
2026-07-03,ORD-1066,Main Dining Room,Dine In,Lemonade,Produce,2,4.5,9.0,0.0,0,9.0,0.74
2026-07-03,ORD-1067,Main Dining Room,Dine In,Bottled Water,Beverage,1,2.5,2.5,0.0,0,2.5,0.21
