Business Date,Order ID,Location,Channel,Menu Item Name,Category,Quantity,Unit Price,Gross Sales,Discounts,Refunds,Net Sales,Sales Tax
2026-07-31,ORD-1652,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-31,ORD-1653,Main Dining Room,Dine In,Side Salad,Produce,2,8.99,17.98,0.0,0,17.98,1.48
2026-07-31,ORD-1654,Main Dining Room,Dine In,Chicken Basket,Frozen Goods,1,15.99,15.99,0.8,0,15.19,1.25
2026-07-31,ORD-1655,Main Dining Room,Dine In,Wing Sampler,Frozen Goods,1,24.99,24.99,1.25,0,23.74,1.96
2026-07-31,ORD-1656,Main Dining Room,Dine In,Garden Salad,Produce,3,10.99,32.97,0.0,0,32.97,2.72
2026-07-31,ORD-1657,Main Dining Room,Dine In,House Margarita,Liquor,4,11.99,47.96,2.4,0,45.56,3.76
2026-07-31,ORD-1658,Main Dining Room,Dine In,Flame Burger,Dry Goods,2,14.99,29.98,0.0,0,29.98,2.47
2026-07-31,ORD-1659,Main Dining Room,Dine In,Nacho Platter,Misc,3,13.99,41.97,0.0,0,41.97,3.46
2026-07-31,ORD-1660,Main Dining Room,Dine In,Burger Combo,Dry Goods,1,18.99,18.99,0.0,0,18.99,1.57
2026-07-31,ORD-1661,Main Dining Room,Dine In,House Rum Punch,Liquor,4,11.99,47.96,2.4,0,45.56,3.76
2026-07-31,ORD-1662,Main Dining Room,Dine In,Loaded Nachos,Misc,4,14.99,59.96,0.0,0,59.96,4.95
2026-07-31,ORD-1663,Main Dining Room,Dine In,Draft Beer,Beverage,4,6.5,26.0,0.0,0,26.0,2.15
2026-07-31,ORD-1664,Main Dining Room,Dine In,House Rum Punch,Liquor,1,11.99,11.99,0.0,0,11.99,0.99
2026-07-31,ORD-1665,Main Dining Room,Dine In,Flame Burger,Dry Goods,1,14.99,14.99,0.75,0,14.24,1.17
2026-07-31,ORD-1666,Main Dining Room,Dine In,Loaded Fries,Dairy,3,10.99,32.97,1.65,0,31.32,2.58
2026-07-31,ORD-1667,Main Dining Room,Dine In,Lemonade,Produce,4,4.5,18.0,0.9,0,17.1,1.41
2026-07-31,ORD-1668,Main Dining Room,Dine In,Burger Combo,Dry Goods,4,18.99,75.96,3.8,0,72.16,5.95
2026-07-31,ORD-1669,Main Dining Room,Dine In,Lemonade,Produce,3,4.5,13.5,0.0,0,13.5,1.11
2026-07-31,ORD-1670,Main Dining Room,Dine In,Buffalo Wings,Frozen Goods,3,16.99,50.97,0.0,0,50.97,4.21
2026-07-31,ORD-1671,Main Dining Room,Dine In,House Rum Punch,Liquor,2,11.99,23.98,0.0,0,23.98,1.98
2026-07-31,ORD-1672,Main Dining Room,Dine In,House Margarita,Liquor,1,11.99,11.99,0.0,0,11.99,0.99
2026-07-31,ORD-1673,Main Dining Room,Dine In,Chips and Queso,Misc,4,9.99,39.96,0.0,0,39.96,3.3
2026-07-31,ORD-1674,Main Dining Room,Dine In,Lemonade,Produce,1,4.5,4.5,0.0,0,4.5,0.37
2026-07-31,ORD-1675,Main Dining Room,Dine In,House Margarita,Liquor,3,11.99,35.97,1.8,0,34.17,2.82
2026-07-31,ORD-1676,Main Dining Room,Dine In,Loaded Nachos,Misc,1,14.99,14.99,0.75,0,14.24,1.17
2026-07-31,ORD-1677,Main Dining Room,Dine In,House Rum Punch,Liquor,3,11.99,35.97,0.0,0,35.97,2.97
2026-07-31,ORD-1678,Main Dining Room,Dine In,House Margarita,Liquor,4,11.99,47.96,2.4,0,45.56,3.76
2026-07-31,ORD-1679,Main Dining Room,Dine In,Bourbon Smash,Liquor,2,12.99,25.98,0.0,0,25.98,2.14
2026-07-31,ORD-1680,Main Dining Room,Dine In,Nacho Platter,Misc,2,13.99,27.98,1.4,0,26.58,2.19
2026-07-31,ORD-1681,Main Dining Room,Dine In,Vodka Lime,Liquor,3,10.99,32.97,1.65,0,31.32,2.58
2026-07-31,ORD-1682,Main Dining Room,Dine In,Draft Beer,Beverage,1,6.5,6.5,0.0,0,6.5,0.54
2026-07-31,ORD-1683,Main Dining Room,Dine In,Bottled Water,Beverage,3,2.5,7.5,0.0,0,7.5,0.62
